Hex,Term,Lab A,Lab B,lab L
#7b4d87,purple,30,-25,40
#7b3f5b,purple,30,-5,35
#7a5267,purple,20,-5,40
#7a0053,purple,55,-15,25
#7a003d,purple,50,0,25
#7a66d5,purple,35,-55,50
#7a18bd,purple,65,-65,35
#7a2f9b,purple,50,-45,35
#7a2edc,purple,65,-75,40
#6f1996,purple,55,-50,30
#6f1253,purple,45,-15,25
#6f0662,purple,50,-25,25
#6f0071,purple,55,-35,25
#6f566f,purple,15,-10,40
#6f547f,purple,20,-20,40
#6f267e,purple,45,-35,30
#6f37dc,purple,60,-75,40
#6f3a93,purple,40,-40,35
#6f2f5f,purple,35,-15,30
#6f2b6e,purple,40,-25,30
#6e6494,purple,15,-25,45
#6e518f,purple,25,-30,40
#6e475b,purple,20,-5,35
#6e446b,purple,25,-15,35
#6e417b,purple,30,-25,35
#6e334f,purple,30,-5,30
#6e56d0,purple,40,-60,45
#6e31ac,purple,50,-55,35
#6e5fae,purple,25,-40,45
#6e4ca8,purple,35,-45,40
#6e3cd3,purple,55,-70,40
#6d0081,purple,60,-45,25
#6d00b7,purple,70,-70,30
#6d1a44,purple,40,-5,25
#6c3357,purple,30,-10,30
#6c218e,purple,50,-45,30
#6c135a,purple,45,-20,25
#6c096a,purple,50,-30,25
#6c41cb,purple,50,-65,40
#6c36a3,purple,45,-50,35
#6c00e8,purple,80,-90,35
#6c00df,purple,75,-85,35
#6c00af,purple,65,-65,30
#6c5ac7,purple,35,-55,45
#6c3e8b,purple,35,-35,35
#6c2f66,purple,35,-20,30
#6c2c76,purple,40,-30,30
#6b5777,purple,15,-15,40
#6b4472,purple,25,-20,35
#6b0079,purple,55,-40,25
#6b62a5,purple,20,-35,45
#6b14d6,purple,70,-80,35
#6b4fa0,purple,30,-40,40
#6b1b4b,purple,40,-10,25
#6a5487,purple,20,-25,40
#6a4763,purple,20,-10,35
#6a3747,purple,25,0,30
#6a2786,purple,45,-40,30
#6a668c,purple,10,-20,45
#6a45c2,purple,45,-60,40
#6a10a6,purple,60,-60,30
#6a1fce,purple,65,-75,35
#5f1181,purple,50,-45,25
#5f327e,purple,35,-35,30
#5f274b,purple,30,-10,25
#5f235a,purple,35,-20,25
#5f005d,purple,50,-30,20
#5f004e,purple,45,-20,20
#5f4b6a,purple,15,-15,35
#5f2fc5,purple,55,-70,35
#5f1f69,purple,40,-30,25
#5e5698,purple,20,-35,40
#5e4393,purple,30,-40,35
#5e3966,purple,25,-20,30
#5e497a,purple,20,-25,35
#5e34bc,purple,50,-65,35
#5e5a7f,purple,10,-20,40
#5e3b57,purple,20,-10,30
#5e2a96,purple,45,-50,30
#5e0b40,purple,40,-10,20
#5d3676,purple,30,-30,30
#5d3e47,purple,15,0,30
#5d2b3c,purple,25,0,25
#5d1a79,purple,45,-40,25
#5c2852,purple,30,-15,25
#5c2462,purple,35,-25,25
#5c0256,purple,45,-25,20
#5c0099,purple,60,-60,25
#5c39b4,purple,45,-60,35
#5c2f8e,purple,40,-45,30
#5c0d47,purple,40,-15,20
#5b0891,purple,55,-55,25
#5b0065,purple,50,-35,20
#5b588f,purple,15,-30,40
#5b468b,purple,25,-35,35
#5b3dac,purple,40,-55,35
#5b3c5e,purple,20,-15,30
#5b2c43,purple,25,-5,25
#5b0bbf,purple,65,-75,30
#5a3386,purple,35,-40,30
#5a2071,purple,40,-35,25
#5a1438,purple,35,-5,20
#5a396e,purple,25,-25,30
#5a17b7,purple,60,-70,30
#5a4b72,purple,15,-20,35
#5a3e4f,purple,15,-5,30
#4f2381,purple,40,-45,25
#4f2038,purple,25,-5,20
#4f1855,purple,35,-25,20
#4f003c,purple,40,-15,15
#4e4066,purple,15,-20,30
#4e3343,purple,15,-5,25
#4e3152,purple,20,-15,25
#4e052e,purple,35,-5,15
#4e3b7e,purple,25,-35,30
#4e2da6,purple,45,-60,30
#4d2779,purple,35,-40,25
#4d1364,purple,40,-35,20
#4d0083,purple,55,-55,20
#4d2e61,purple,25,-25,25
#4c0634,purple,35,-10,15
#4c0051,purple,45,-30,15
#4c0043,purple,40,-20,15
#4c319e,purple,40,-55,30
#4c213f,purple,25,-10,20
#4c017c,purple,50,-50,20
#4c3e76,purple,20,-30,30
#4c1d4e,purple,30,-20,20
#4b3596,purple,35,-50,30
#4b2431,purple,20,0,20
#4b425e,purple,10,-15,30
#4b344b,purple,15,-10,25
#4b195d,purple,35,-30,20
#4b2b71,purple,30,-35,25
#4a1999,purple,50,-60,25
#4a315a,purple,20,-20,25
#4a10a1,purple,55,-65,25
#4a0d74,purple,45,-45,20
#3f3752,purple,10,-15,25
#3f3369,purple,20,-30,25
#3f264e,purple,20,-20,20
#3f002a,purple,35,-10,10
#3f0c51,purple,35,-30,15
#3e2064,purple,30,-35,20
#3e006f,purple,50,-50,15
#3d3561,purple,15,-25,25
#3d0067,purple,45,-45,15
#3d0030,purple,35,-15,10
#3d163b,purple,25,-15,15
#3c1249,purple,30,-25,15
#3c0223,purple,30,-5,10
#3c245d,purple,25,-30,20
#3b2946,purple,15,-15,20
#3b0660,purple,40,-40,15
#3a2755,purple,20,-25,20
#3a1742,purple,25,-20,15
#3a1283,purple,45,-55,20
#3a0329,purple,30,-10,10
#3a0037,purple,35,-20,10
#3a187b,purple,40,-50,20
#3a0e58,purple,35,-35,15
#2f0053,purple,40,-40,10
#2f001f,purple,30,-10,5
#2e1c49,purple,20,-25,15
#2d024c,purple,35,-35,10
#2c0845,purple,30,-30,10
#2a0d3e,purple,25,-25,10
#ffedde,pink,5,10,95
#ffeae7,pink,10,5,95
#ffe8ff,pink,15,-10,95
#ffe7fb,pink,15,-5,95
#ffdbc6,pink,10,15,90
#ffd9e3,pink,15,0,90
#ffd8d9,pink,15,5,90
#ffd8d0,pink,15,10,90
#ffd8c7,pink,15,15,90
#ffd6f6,pink,20,-10,90
#ffd6ec,pink,20,-5,90
#ffd5e3,pink,20,0,90
#ffd2f6,pink,25,-10,90
#ffc6c2,pink,20,10,85
#ffc6b9,pink,20,15,85
#ffc6b0,pink,20,20,85
#ffc4de,pink,25,-5,85
#ffc4d5,pink,25,0,85
#ffc3cc,pink,25,5,85
#ffc3c3,pink,25,10,85
#ffc1f1,pink,30,-15,85
#ffc1e8,pink,30,-10,85
#ffc0df,pink,30,-5,85
#ffc0d5,pink,30,0,85
#ffbeff,pink,35,-25,85
#ffbefb,pink,35,-20,85
#ffbdf1,pink,35,-15,85
#ffbaff,pink,40,-25,85
#ffb099,pink,30,25,80
#ffb4a2,pink,25,20,80
#ffb2be,pink,30,5,80
#ffb1b5,pink,30,10,80
#ffb1ac,pink,30,15,80
#ffb0a3,pink,30,20,80
#ffaed1,pink,35,-5,80
#ffaec8,pink,35,0,80
#ffadbe,pink,35,5,80
#ffadb5,pink,35,10,80
#ffacec,pink,40,-20,80
#ffabe3,pink,40,-15,80
#ffabda,pink,40,-10,80
#ffaad1,pink,40,-5,80
#ffa8ff,pink,45,-30,80
#ffa8f6,pink,45,-25,80
#ffa7ed,pink,45,-20,80
#ffa7e3,pink,45,-15,80
#ff8889,pink,45,20,70
#ff8880,pink,45,25,70
#ff8492,pink,50,15,70
#ff8389,pink,50,20,70
#ff8381,pink,50,25,70
#ff7074,pink,55,25,65
#ff6975,pink,60,25,65
#ff6598,pink,65,5,65
#ff6486,pink,65,15,65
#ff4594,pink,75,0,60
#ff4383,pink,75,10,60
#ff4272,pink,75,20,60
#ff4169,pink,75,25,60
#ff3994,pink,80,0,60
#ff0087,pink,85,0,55
#ff0077,pink,85,10,55
#ff0066,pink,85,20,55
#ff849b,pink,50,10,70
#ff696c,pink,60,30,65
#ff648f,pink,65,10,65
#ff469c,pink,75,-5,60
#ff448b,pink,75,5,60
#ff437a,pink,75,15,60
#ff388b,pink,80,5,60
#ff007f,pink,85,5,55
#ff006e,pink,85,15,55
#ff98cc,pink,45,-10,75
#ff98c3,pink,45,-5,75
#ff97ba,pink,45,0,75
#ff97b1,pink,45,5,75
#ff97a8,pink,45,10,75
#ff95df,pink,50,-20,75
#ff94d6,pink,50,-15,75
#ff94cc,pink,50,-10,75
#ff93c3,pink,50,-5,75
#ff91f1,pink,55,-30,75
#ff90e8,pink,55,-25,75
#ff90df,pink,55,-20,75
#ff88ff,pink,65,-40,75
#ff84a4,pink,50,5,70
#ff81bf,pink,55,-10,70
#ff80b6,pink,55,-5,70
#ff80ad,pink,55,0,70
#ff78e3,pink,65,-30,70
#ff77da,pink,65,-25,70
#ff76d1,pink,65,-20,70
#ff73f5,pink,70,-40,70
#ff72ec,pink,70,-35,70
#ff71e3,pink,70,-30,70
#ff66b2,pink,65,-10,65
#ff66a9,pink,65,-5,65
#ff65a0,pink,65,0,65
#ff61c3,pink,70,-20,65
#ff60ba,pink,70,-15,65
#ff59c3,pink,75,-20,65
#ff58bb,pink,75,-15,65
#ff55f0,pink,80,-45,65
#ff54e7,pink,80,-40,65
#ff53de,pink,80,-35,65
#ff52d5,pink,80,-30,65
#ff43ff,pink,90,-55,65
#ff41f9,pink,90,-50,65
#ff33c7,pink,85,-30,60
#ff32bf,pink,85,-25,60
#ff30b6,pink,85,-20,60
#ff26d9,pink,90,-40,60
#ff23d0,pink,90,-35,60
#ff20c7,pink,90,-30,60
#ff07e2,pink,95,-45,60
#ff00fd,pink,100,-60,60
#ff00d9,pink,95,-40,60
#ff00a0,pink,90,-15,55
#ff9f96,pink,35,20,75
#ff9e8d,pink,35,25,75
#ff9cb1,pink,40,5,75
#ff9ba8,pink,40,10,75
#ff9b9f,pink,40,15,75
#ff9a96,pink,40,20,75
#ff9a8d,pink,40,25,75
#ff8fd6,pink,55,-15,75
#ff8dff,pink,60,-40,75
#ff8cfa,pink,60,-35,75
#ff8cf1,pink,60,-30,75
#ff7fa4,pink,55,5,70
#ff7f9b,pink,55,10,70
#ff7cd1,pink,60,-20,70
#ff7cc8,pink,60,-15,70
#ff7bbf,pink,60,-10,70
#ff7ab6,pink,60,-5,70
#ff6eff,pink,75,-50,70
#ff6dfe,pink,75,-45,70
#ff6cf5,pink,75,-40,70
#ff6b97,pink,60,5,65
#ff6b8f,pink,60,10,65
#ff6a86,pink,60,15,65
#ff6a7d,pink,60,20,65
#ff5fb2,pink,70,-10,65
#ff5ea9,pink,70,-5,65
#ff5ea0,pink,70,0,65
#ff5bd5,pink,75,-30,65
#ff5acc,pink,75,-25,65
#ff4df9,pink,85,-50,65
#ff4d82,pink,70,10,60
#ff4c71,pink,70,20,60
#ff4c7a,pink,70,15,60
#ff4bf0,pink,85,-45,65
#ff4b69,pink,70,25,60
#ff4b60,pink,70,30,60
#ff4ae7,pink,85,-40,65
#ff3eb6,pink,80,-20,60
#ff3dad,pink,80,-15,60
#ff3ba5,pink,80,-10,60
#ff3a9c,pink,80,-5,60
#ff2ead,pink,85,-15,60
#ff1dbf,pink,90,-25,60
#ff1c5d,pink,80,25,55
#ff0feb,pink,95,-50,60
#fec9af,pink,15,20,85
#feafda,pink,35,-10,80
#fe5360,pink,65,30,60
#fe707d,pink,55,20,65
#fe85ad,pink,50,0,70
#fe79ec,pink,65,-35,70
#fe74fe,pink,70,-45,70
#fe62cc,pink,70,-25,65
#fe35d0,pink,85,-35,60
#fe29e2,pink,90,-45,60
#fe16f4,pink,95,-55,60
#fe7dda,pink,60,-25,70
#fe5cde,pink,75,-35,65
#fe4fff,pink,85,-55,65
#fe1d66,pink,80,20,55
#fddbd0,pink,10,10,90
#fdc7cc,pink,20,5,85
#fdb5ac,pink,25,15,80
#fd8992,pink,45,15,70
#fd048f,pink,85,-5,55
#fd95e8,pink,50,-25,75
#fd92fa,pink,55,-35,75
#fd81c8,pink,55,-15,70
#fd47a5,pink,75,-10,60
#fd00a9,pink,90,-20,55
#fd9f9f,pink,35,15,75
#fd9cba,pink,40,0,75
#fd6ca0,pink,60,0,65
#fd4e8b,pink,70,5,60
#fd3fbe,pink,80,-25,60
#fd1e6e,pink,80,15,55
#fcebff,pink,10,-10,95
#fcd6ff,pink,20,-15,90
#fcc2fb,pink,30,-20,85
#fcb2c7,pink,30,0,80
#fc7086,pink,55,15,65
#fc5468,pink,65,25,60
#fc99d5,pink,45,-15,75
#fc67ba,pink,65,-15,65
#fbd9ec,pink,15,-5,90
#fbcab9,pink,15,15,85
#fbc4e8,pink,25,-10,85
#fbacf6,pink,40,-25,80
#fba9ff,pink,45,-35,80
#fb5471,pink,65,20,60
#fb2076,pink,80,10,55
#fb0998,pink,85,-10,55
#fb899b,pink,45,10,70
#fb85b6,pink,50,-5,70
#fb57f9,pink,80,-50,65
#fb48ad,pink,75,-15,60
#fb00b1,pink,90,-25,55
#fb9fa8,pink,35,10,75
#fb5de7,pink,75,-40,65
#fb4e93,pink,70,0,60
#fadcd9,pink,10,5,90
#fac7d5,pink,20,0,85
#fab5b5,pink,25,10,80
#faafe3,pink,35,-15,80
#faa38c,pink,30,25,75
#fa718e,pink,55,10,65
#fa557a,pink,65,15,60
#fa217f,pink,80,5,55
#fa79f5,pink,65,-40,70
#fa75ff,pink,70,-50,70
#fa63d5,pink,70,-30,65
#fa41c7,pink,80,-30,60
#fa37d9,pink,85,-40,60
#fa9cc3,pink,40,-5,75
#fa8d80,pink,40,25,70
#fa7ee3,pink,60,-30,70
#fa6ca9,pink,60,-5,65
#fa2beb,pink,90,-50,60
#fa1bfc,pink,95,-60,60
#f87574,pink,50,25,65
#f87197,pink,55,5,65
#f85582,pink,65,10,60
#f82387,pink,80,0,55
#f57685,pink,50,15,65
#f53176,pink,75,10,55
#f45793,pink,65,0,60
#f42697,pink,80,-10,55
#f29180,pink,35,25,70
#f23387,pink,75,0,55
#f19189,pink,35,20,70
#f17797,pink,50,5,65
#f7767d,pink,50,20,65
#f7306e,pink,75,15,55
#f6568b,pink,65,5,60
#f6248f,pink,80,-5,55
#f4327e,pink,75,5,55
#f3768e,pink,50,10,65
#f2579c,pink,65,-5,60
#f0348f,pink,75,-5,55
#f996f1,pink,50,-30,75
#f992ff,pink,55,-40,75
#f989a4,pink,45,5,70
#f982d1,pink,55,-20,70
#f968c3,pink,65,-20,65
#f886bf,pink,50,-10,70
#f849b6,pink,75,-20,60
#f800ba,pink,90,-30,55
#f764de,pink,70,-35,65
#f750a4,pink,70,-10,60
#f739e2,pink,85,-45,60
#f683da,pink,55,-25,70
#f672a0,pink,55,0,65
#f669cc,pink,65,-25,65
#f658ff,pink,80,-55,65
#f642d0,pink,80,-35,60
#f612a8,pink,85,-20,55
#f600d4,pink,95,-45,55
#f597fa,pink,50,-35,75
#f587c8,pink,50,-15,70
#f500c2,pink,90,-35,55
#f451ad,pink,70,-15,60
#f415b1,pink,85,-25,55
#f372a8,pink,55,-5,65
#f365e7,pink,70,-40,65
#f343d9,pink,80,-40,60
#f287d0,pink,50,-20,70
#f283e3,pink,55,-30,70
#f231fc,pink,90,-60,60
#f228a0,pink,80,-15,55
#f200dc,pink,95,-50,55
#f200cb,pink,90,-40,55
#f173b1,pink,55,-10,65
#f152b6,pink,70,-20,60
#f119b9,pink,85,-30,55
#f097ff,pink,50,-40,75
#f058a4,pink,65,-10,60
#f029a8,pink,80,-20,55
#f94f9c,pink,70,-5,60
#f92e5d,pink,75,25,55
#f90da0,pink,85,-15,55
#f89ade,pink,45,-20,75
#f88d89,pink,40,20,70
#f86db1,pink,60,-10,65
#f82f65,pink,75,20,55
#f79dcc,pink,40,-10,75
#f75ef0,pink,75,-45,65
#f75b5f,pink,60,30,60
#f68d92,pink,40,15,70
#f68aad,pink,45,0,70
#f67fec,pink,60,-35,70
#f67afe,pink,65,-45,70
#f65b68,pink,60,25,60
#f64abe,pink,75,-25,60
#f62ef3,pink,90,-55,60
#f59ae7,pink,45,-25,75
#f56eba,pink,60,-15,65
#f55c71,pink,60,20,60
#f51fff,pink,95,-65,60
#f49dd5,pink,40,-15,75
#f48e9b,pink,40,10,70
#f38ab6,pink,45,-5,70
#f36ad5,pink,65,-30,65
#f35ff9,pink,75,-50,65
#f35c79,pink,60,15,60
#f33bea,pink,85,-50,60
#f33b5d,pink,70,25,55
#f27ff5,pink,60,-40,70
#f26ec3,pink,60,-20,65
#f24bc7,pink,75,-30,60
#f23b65,pink,70,20,55
#f18ea4,pink,40,5,70
#f17bff,pink,65,-50,70
#f17a74,pink,45,25,65
#f15d82,pink,60,10,60
#f09ede,pink,40,-20,75
#f09bf1,pink,45,-30,75
#f08bbe,pink,45,-10,70
#f07b7c,pink,45,20,65
#f03c6d,pink,70,15,55
#f9b2d1,pink,30,-5,80
#f8cac2,pink,15,10,85
#f8a395,pink,30,20,75
#f8a0b1,pink,35,5,75
#f7daf6,pink,15,-10,90
#f7d7ff,pink,20,-20,90
#f7c5f1,pink,25,-15,85
#f7c2ff,pink,30,-25,85
#f7b8a2,pink,20,20,80
#f7b5be,pink,25,5,80
#f6dce3,pink,10,0,90
#f6c8de,pink,20,-5,85
#f6b0ec,pink,35,-20,80
#f6adff,pink,40,-30,80
#f6a39f,pink,30,15,75
#f6a0ba,pink,35,0,75
#f5b3da,pink,30,-10,80
#f4dfd0,pink,5,10,90
#f4cacb,pink,15,5,85
#f4b8ab,pink,20,15,80
#f4b6c7,pink,25,0,80
#f3c5fa,pink,25,-20,85
#f3a4a8,pink,30,10,75
#f2dcec,pink,10,-5,90
#f2daff,pink,15,-15,90
#f2cdb9,pink,10,15,85
#f2c8e8,pink,20,-10,85
#f2b9b5,pink,20,10,80
#f2b0f6,pink,35,-25,80
#f2adff,pink,40,-35,80
#f2a1c3,pink,35,-5,75
#f1cbd5,pink,15,0,85
#f1b3e3,pink,30,-15,80
#f0b6d0,pink,25,-5,80
#f0a795,pink,25,20,75
#f0a4b1,pink,30,5,75
#efcdc2,pink,10,10,85
#efbba2,pink,15,20,80
#efb9be,pink,20,5,80
#efa1cc,pink,35,-10,75
#ef6268,pink,55,25,60
#ef0052,pink,80,25,50
#ef66f0,pink,70,-45,65
#ef45e1,pink,80,-45,60
#ef00d3,pink,90,-45,55
#ef8ead,pink,40,0,70
#ef6fcc,pink,60,-25,65
#ef6ade,pink,65,-35,65
#ef5d8a,pink,60,5,60
#ef4cd0,pink,75,-35,60
#ef3df3,pink,85,-55,60
#ef3d76,pink,70,10,55
#eec8f1,pink,20,-15,85
#eea79e,pink,25,15,75
#ee9292,pink,35,15,70
#ee6270,pink,55,20,60
#ee3597,pink,75,-10,55
#ee005a,pink,80,20,50
#ee88d9,pink,50,-25,70
#ee84ec,pink,55,-35,70
#ee80fe,pink,60,-45,70
#ee77a0,pink,50,0,65
#ee74ba,pink,55,-15,65
#ee60ff,pink,75,-55,65
#ee53be,pink,70,-25,60
#ee00e5,pink,95,-55,55
#ee7b85,pink,45,15,65
#ee1cc2,pink,85,-35,55
#edcbde,pink,15,-5,85
#edb7da,pink,25,-10,80
#edb4ec,pink,30,-20,80
#edb1ff,pink,35,-30,80
#eda4ba,pink,30,0,75
#ed0062,pink,80,15,50
#ed455c,pink,65,25,55
#ed59ad,pink,65,-15,60
#ed8bc7,pink,45,-15,70
#ed5e93,pink,60,0,60
#ed3e7e,pink,70,5,55
#ed2bb1,pink,80,-25,55
#ecbcab,pink,15,15,80
#eca2d5,pink,35,-15,75
#ec6379,pink,55,15,60
#ec929b,pink,35,10,70
#ec78a8,pink,50,-5,65
#ec9fe7,pink,40,-25,75
#ec9bfa,pink,45,-35,75
#ec8fb5,pink,40,-5,70
#ec7b8e,pink,45,10,65
#ec4dd8,pink,75,-40,60
#ebcecb,pink,10,5,85
#ebb9c7,pink,20,0,80
#eba7a7,pink,25,10,75
#eb6382,pink,55,10,60
#eb4565,pink,65,20,55
#eb008b,pink,85,-10,50
#eb006a,pink,80,10,50
#eb74c3,pink,55,-20,65
#eb70d5,pink,60,-30,65
#eb67f9,pink,70,-50,65
#eb54c7,pink,70,-30,60
#eb46ea,pink,80,-50,60
#eb36a0,pink,75,-15,55
#eb04dc,pink,90,-50,55
#eb6be6,pink,65,-40,65
#eb5e9b,pink,60,-5,60
#eb3e86,pink,70,0,55
#eb1fcb,pink,85,-40,55
#eaa5c3,pink,30,-5,75
#ea0072,pink,80,5,50
#ea466d,pink,65,15,55
#ea92a3,pink,35,5,70
#ea88e2,pink,50,-30,70
#ea85f5,pink,55,-40,70
#ea00ee,pink,95,-60,55
#ea8cd0,pink,45,-20,70
#ea7c97,pink,45,5,65
#ea5ab5,pink,65,-20,60
#ea2db9,pink,80,-30,55
#e99588,pink,30,20,70
#e96867,pink,50,25,60
#e90093,pink,85,-15,50
#e84675,pink,65,10,55
#e81659,pink,75,20,50
#e79691,pink,30,15,70
#e78085,pink,40,15,65
#e76870,pink,50,20,60
#e74097,pink,70,-10,55
#e71761,pink,75,15,50
#e70082,pink,80,-5,50
#e66879,pink,50,15,60
#e66493,pink,55,0,60
#e54886,pink,65,0,55
#e46981,pink,50,10,60
#e30293,pink,80,-15,50
#e29988,pink,25,20,70
#e28196,pink,40,5,65
#e22959,pink,70,20,50
#e08485,pink,35,15,65
#e04997,pink,65,-10,55
#e9807c,pink,40,20,65
#e9648a,pink,55,5,60
#e8007a,pink,80,0,50
#e7477e,pink,65,5,55
#e7009b,pink,85,-20,50
#e5808e,pink,40,10,65
#e5419f,pink,70,-15,55
#e5196a,pink,75,10,50
#e5008a,pink,80,-10,50
#e4969a,pink,30,10,70
#e4659b,pink,55,-5,60
#e3488e,pink,65,-5,55
#e2847c,pink,35,20,65
#e2698a,pink,50,5,60
#e0819f,pink,40,0,65
#e0545c,pink,55,25,55
#e0079b,pink,80,-20,50
#e981ff,pink,60,-50,70
#e978b1,pink,50,-10,65
#e962ff,pink,75,-60,65
#e937a8,pink,75,-20,55
#e855d0,pink,70,-35,60
#e793ac,pink,35,0,70
#e775cc,pink,55,-25,65
#e771dd,pink,60,-35,65
#e748f3,pink,80,-55,60
#e722d3,pink,85,-45,55
#e689eb,pink,50,-35,70
#e679ba,pink,50,-15,65
#e668ff,pink,70,-55,65
#e660ad,pink,60,-15,60
#e639b1,pink,75,-25,55
#e590c7,pink,40,-15,70
#e586fe,pink,55,-45,70
#e493b5,pink,35,-5,70
#e456d8,pink,70,-40,60
#e450ea,pink,75,-50,60
#e431cb,pink,80,-40,55
#e425dc,pink,85,-50,55
#e400a3,pink,85,-25,50
#e376d4,pink,55,-30,65
#e372e6,pink,60,-40,65
#e360b5,pink,60,-20,60
#e296a3,pink,30,5,70
#e290d0,pink,40,-20,70
#e265a4,pink,55,-10,60
#e242a8,pink,70,-20,55
#e200ac,pink,85,-30,50
#e194be,pink,35,-10,70
#e061be,pink,60,-25,60
#e057e1,pink,70,-45,60
#e033d3,pink,80,-45,55
#e98fbe,pink,40,-10,70
#e95fa4,pink,60,-10,60
#e93f8f,pink,70,-5,55
#e89ff0,pink,40,-30,75
#e84fe1,pink,75,-45,60
#e79cff,pink,45,-40,75
#e77c9f,pink,45,0,65
#e76cef,pink,65,-45,65
#e75abe,pink,65,-25,60
#e72fc2,pink,80,-35,55
#e70de5,pink,90,-55,55
#e68dd9,pink,45,-25,70
#e64d5c,pink,60,25,55
#e57da8,pink,45,-5,65
#e54d64,pink,60,20,55
#e45bc7,pink,65,-30,60
#e41a72,pink,75,5,50
#e37ac3,pink,50,-20,65
#e34e6d,pink,60,15,55
#e33ab9,pink,75,-30,55
#e28de2,pink,45,-30,70
#e27db1,pink,45,-10,65
#e26df8,pink,65,-50,65
#e26d67,pink,45,25,60
#e24e75,pink,60,10,55
#e21c7a,pink,75,0,50
#e18af4,pink,50,-40,70
#e16d70,pink,45,20,60
#e05ccf,pink,65,-35,60
#e04f7e,pink,60,5,55
#e03cc2,pink,75,-35,55
#e02a61,pink,70,15,50
#e01e82,pink,75,-5,50
#e9cbe7,pink,15,-10,85
#e9bcb4,pink,15,10,80
#e9b7e3,pink,25,-15,80
#e9b4f5,pink,30,-25,80
#e8ced5,pink,10,0,85
#e8bad0,pink,20,-5,80
#e8aa95,pink,20,20,75
#e8a8b0,pink,25,5,75
#e8a2de,pink,35,-20,75
#e7a5cc,pink,30,-10,75
#e6bcbe,pink,15,5,80
#e6ab9e,pink,20,15,75
#e5a8b9,pink,25,0,75
#e4bfab,pink,10,15,80
#e4bad9,pink,20,-10,80
#e4b8ec,pink,25,-20,80
#e3cede,pink,10,-5,85
#e3aba7,pink,20,10,75
#e3a6d5,pink,30,-15,75
#e3a3e7,pink,35,-25,75
#e3a0fa,pink,40,-35,75
#e2bdc7,pink,15,0,80
#e2a9c3,pink,25,-5,75
#e0bfb4,pink,10,10,80
#e0ae95,pink,15,20,75
#e0abb0,pink,20,5,75
#dfbdd0,pink,15,-5,80
#dfbbe3,pink,20,-15,80
#dfa6de,pink,30,-20,75
#dfa3f0,pink,35,-30,75
#df97ac,pink,30,0,70
#df76dd,pink,55,-35,65
#df72ef,pink,60,-45,65
#df66ac,pink,55,-15,60
#df43b0,pink,70,-25,55
#df00b4,pink,85,-35,50
#df9a91,pink,25,15,70
#df7eba,pink,45,-15,65
#df7acb,pink,50,-25,65
#df6e78,pink,45,15,60
#df6a92,pink,50,0,60
#df2a69,pink,70,10,50
#deae9e,pink,15,15,75
#dea9cc,pink,25,-10,75
#de5464,pink,55,20,55
#de91d9,pink,40,-25,70
#de4f86,pink,60,0,55
#de4a9f,pink,65,-15,55
#de2b71,pink,70,5,50
#de1f8a,pink,75,-10,50
#de0ca3,pink,80,-25,50
#ddc0bd,pink,10,5,80
#ddacb9,pink,20,0,75
#dd858d,pink,35,10,65
#dd556d,pink,55,15,55
#dd94c7,pink,35,-15,70
#dd82a8,pink,40,-5,65
#dd9a9a,pink,25,10,70
#dd8eeb,pink,45,-35,70
#dd6e81,pink,45,10,60
#dd6a9b,pink,50,-5,60
#dd3dca,pink,75,-40,55
#dc3559,pink,65,20,50
#dc2192,pink,75,-15,50
#dc508e,pink,60,-5,55
#dc97b5,pink,30,-5,70
#dc67b5,pink,55,-20,60
#dc62c7,pink,60,-30,60
#dc44b9,pink,70,-30,55
#dc00ce,pink,90,-50,50
#dc00bd,pink,85,-40,50
#dc7bd4,pink,50,-30,65
#dc5dd8,pink,65,-40,60
#dc2c7a,pink,70,0,50
#dbaea7,pink,15,10,75
#db8596,pink,35,5,65
#db5575,pink,55,10,55
#db77e6,pink,55,-40,65
#db11ac,pink,80,-30,50
#db7fc2,pink,45,-20,65
#db6f8a,pink,45,5,60
#db4ba8,pink,65,-20,55
#daa9d5,pink,25,-15,75
#da7270,pink,40,20,60
#da5197,pink,60,-10,55
#da3661,pink,65,15,50
#da887c,pink,30,20,65
#da239b,pink,75,-20,50
#da82b1,pink,40,-10,65
#da9d88,pink,20,20,70
#da9aa3,pink,25,5,70
#da6ba4,pink,50,-10,60
#da2d82,pink,70,-5,50
#d93669,pink,65,10,50
#d88884,pink,30,15,65
#d87378,pink,40,15,60
#d75686,pink,55,0,55
#d73771,pink,65,5,50
#d70056,pink,75,15,45
#d67381,pink,40,10,60
#d63092,pink,70,-15,50
#d53879,pink,65,0,50
#d47389,pink,40,5,60
#d40065,pink,75,5,45
#d38996,pink,30,5,65
#d35896,pink,55,-10,55
#d34069,pink,60,10,50
#d33982,pink,65,-5,50
#d17778,pink,35,15,60
#d17492,pink,40,0,60
#d16063,pink,45,20,55
#d14071,pink,60,5,50
#d10075,pink,75,-5,45
#d9567d,pink,55,5,55
#d8859f,pink,35,0,65
#d8004e,pink,75,20,45
#d7529f,pink,60,-15,55
#d6898d,pink,30,10,65
#d6709b,pink,45,-5,60
#d5578e,pink,55,-5,55
#d5005e,pink,75,10,45
#d3776f,pink,35,20,60
#d3605b,pink,45,25,55
#d3319b,pink,70,-20,50
#d3006d,pink,75,0,45
#d1008e,pink,80,-20,45
#d0616c,pink,45,15,55
#d0589f,pink,55,-15,55
#d995d0,pink,35,-20,70
#d992e2,pink,40,-30,70
