Hex,Term,Lab A,Lab B,lab L
#d963cf,pink,60,-35,60
#d945c2,pink,70,-35,55
#d898be,pink,30,-10,70
#d867be,pink,55,-25,60
#d815b4,pink,80,-35,50
#d800c5,pink,85,-45,50
#d783b9,pink,40,-15,65
#d725a3,pink,75,-25,50
#d598c7,pink,30,-15,70
#d595d9,pink,35,-25,70
#d586a8,pink,35,-5,65
#d568c6,pink,55,-30,60
#d564d8,pink,60,-40,60
#d518bd,pink,80,-40,50
#d452a8,pink,60,-20,55
#d427ac,pink,75,-30,50
#d383c2,pink,40,-20,65
#d380d4,pink,45,-30,65
#d370a3,pink,45,-10,60
#d286b0,pink,35,-10,65
#d169cf,pink,55,-35,60
#d153b0,pink,60,-25,55
#d071ac,pink,45,-15,60
#d032a3,pink,70,-25,50
#d95a5b,pink,50,25,55
#d86f92,pink,45,0,60
#d85b64,pink,50,20,55
#d84cb0,pink,65,-25,55
#d82f8a,pink,70,-10,50
#d79d91,pink,20,15,70
#d79bac,pink,25,0,70
#d77fcb,pink,45,-25,65
#d77cdd,pink,50,-35,65
#d76bac,pink,50,-15,60
#d65b6c,pink,50,15,55
#d59e9a,pink,20,10,70
#d55b75,pink,50,10,55
#d54db9,pink,65,-30,55
#d53e58,pink,60,20,50
#d49bb5,pink,25,-5,70
#d46cb5,pink,50,-20,60
#d43f61,pink,60,15,50
#d38c7b,pink,25,20,65
#d35c7d,pink,50,5,55
#d29ea3,pink,20,5,70
#d24ec1,pink,65,-35,55
#d18c84,pink,25,15,65
#d18a9f,pink,30,0,65
#d16dbe,pink,50,-25,60
#d15c85,pink,50,0,55
#d13a8a,pink,65,-10,50
#d10f55,pink,70,15,45
#d09cbe,pink,25,-10,70
#d9acc2,pink,20,-5,75
#d8afb0,pink,15,5,75
#d5adcb,pink,20,-10,75
#d4afb9,pink,15,0,75
#d2b2a7,pink,10,10,75
#d0b0c2,pink,15,-5,75
#cfa191,pink,15,15,70
#cf7881,pink,35,10,60
#cf4658,pink,55,20,50
#cf4179,pink,60,0,50
#cf749b,pink,40,-5,60
#cf115d,pink,70,10,45
#cf007d,pink,75,-10,45
#cf87b9,pink,35,-15,65
#cf84cb,pink,40,-25,65
#cf9eac,pink,20,0,70
#cf3b92,pink,65,-15,50
#ce6174,pink,45,10,55
#ce4760,pink,55,15,50
#ce1365,pink,70,5,45
#ce0096,pink,80,-25,45
#ce54b9,pink,60,-30,55
#ce8d8d,pink,25,10,65
#ce8aa8,pink,30,-5,65
#ce5d8e,pink,50,-5,55
#cda19a,pink,15,10,70
#cd4281,pink,60,-5,50
#cd0085,pink,75,-15,45
#cd71b5,pink,45,-20,60
#cd59a7,pink,55,-20,55
#cd6ec6,pink,50,-30,60
#cc7889,pink,35,5,60
#cc4769,pink,55,10,50
#cc617d,pink,45,5,55
#cc156d,pink,70,0,45
#cc009e,pink,80,-30,45
#cc75a3,pink,40,-10,60
#cc8d96,pink,25,5,65
#cc7b6f,pink,30,20,60
#cc5d96,pink,50,-10,55
#cc3c9a,pink,65,-20,50
#cb6563,pink,40,20,55
#cb2355,pink,65,15,45
#cb1775,pink,70,-5,45
#cb907b,pink,20,20,65
#cb428a,pink,60,-10,50
#cb008e,pink,75,-20,45
#cb87c2,pink,35,-20,65
#cb9fb5,pink,20,-5,70
#caa1a3,pink,15,5,70
#ca7892,pink,35,0,60
#ca6285,pink,45,0,55
#ca4871,pink,55,5,50
#ca8ab0,pink,30,-10,65
#ca7b78,pink,30,15,60
#ca5ab0,pink,55,-25,55
#c99084,pink,20,15,65
#c94879,pink,55,0,50
#c84392,pink,60,-15,50
#c82565,pink,65,5,45
#c76674,pink,40,10,55
#c64981,pink,55,-5,50
#c56396,pink,45,-10,55
#c49196,pink,20,5,65
#c42775,pink,65,-5,45
#c36785,pink,40,0,55
#c23165,pink,60,5,45
#c15360,pink,45,15,50
#c08080,pink,25,10,60
#c05081,pink,50,-5,50
#c9666c,pink,40,15,55
#c9245d,pink,65,10,45
#c9197d,pink,70,-10,45
#c7908d,pink,20,10,65
#c7799a,pink,35,-5,60
#c7628e,pink,45,-5,55
#c6449a,pink,60,-20,50
#c6266d,pink,65,0,45
#c5667d,pink,40,5,55
#c3305d,pink,60,10,45
#c2639f,pink,45,-15,55
#c2287d,pink,65,-10,45
#c1919e,pink,20,0,65
#c0678d,pink,40,-5,55
#c0316d,pink,60,0,45
#c875ac,pink,40,-15,60
#c479a3,pink,35,-10,60
#c98d9f,pink,25,0,65
#c95e9f,pink,50,-15,55
#c78bb9,pink,30,-15,65
#c77c80,pink,30,10,60
#c74d60,pink,50,15,50
#c71a85,pink,70,-15,45
#c68ea7,pink,25,-5,65
#c65fa7,pink,50,-20,55
#c64e68,pink,50,10,50
#c57c89,pink,30,5,60
#c47f6f,pink,25,20,60
#c46a63,pink,35,20,55
#c44e70,pink,50,5,50
#c44a89,pink,55,-10,50
#c28eb0,pink,25,-10,65
#c27f77,pink,25,15,60
#c27d92,pink,30,0,60
#c26a6b,pink,35,15,55
#c24f79,pink,50,0,50
#c14a92,pink,55,-15,50
#c06b74,pink,35,10,55
#c6a2ac,pink,15,0,70
#bf5468,pink,45,10,50
#bf948d,pink,15,10,65
#bf7d9a,pink,30,-5,60
#be3275,pink,60,-5,45
#be6b7c,pink,35,5,55
#bd8089,pink,25,5,60
#bd6896,pink,40,-10,55
#bd5470,pink,45,5,50
#bd5089,pink,50,-10,50
#bd395c,pink,55,10,45
#bc337d,pink,60,-10,45
#bc6b85,pink,35,0,55
#bc3a64,pink,55,5,45
#bb8091,pink,25,0,60
#bb5579,pink,45,0,50
#bb6f6b,pink,30,15,55
#ba595f,pink,40,15,50
#ba3a6c,pink,55,0,45
#b95968,pink,40,10,50
#b95581,pink,45,-5,50
#b75970,pink,40,5,50
#b54164,pink,50,5,45
#b47085,pink,30,0,55
#b7405c,pink,50,10,45
#b3416c,pink,50,0,45
#b1475c,pink,45,10,45
#b96f74,pink,30,10,55
#b96c8d,pink,35,-5,55
#b83b75,pink,55,-5,45
#b76f7c,pink,30,5,55
#b45d5f,pink,35,15,50
#b45a78,pink,40,0,50
#b25e68,pink,35,10,50
#b05e70,pink,35,5,50
#af4764,pink,45,5,45
#a84d64,pink,40,5,45
#ffdda0,peach,5,35,90
#ffdbbd,peach,10,20,90
#ffdab3,peach,10,25,90
#ffdaaa,peach,10,30,90
#ffcc89,peach,10,40,85
#ffcb75,peach,10,50,85
#ffcb7f,peach,10,45,85
#ffcb6b,peach,10,55,85
#ffc893,peach,15,35,85
#ffc889,peach,15,40,85
#ffc875,peach,15,50,85
#ffc99d,peach,15,30,85
#ffc87f,peach,15,45,85
#ffc9a6,peach,15,25,85
#ffc5a6,peach,20,25,85
#ffb773,peach,20,45,80
#ffb499,peach,25,25,80
#ffb490,peach,25,30,80
#ffb386,peach,25,35,80
#ffb373,peach,25,45,80
#ffb77d,peach,20,40,80
#ffb37d,peach,25,40,80
#ffa270,peach,30,40,75
#ffa167,peach,30,45,75
#ff9e71,peach,35,40,75
#ff9e7a,peach,35,35,75
#feb786,peach,20,35,80
#fea27a,peach,30,35,75
#fdcc93,peach,10,35,85
#fcb790,peach,20,30,80
#fca283,peach,30,30,75
#fbba68,peach,15,50,80
#facc9c,peach,10,30,85
#faba72,peach,15,45,80
#fab899,peach,20,25,80
#faa566,peach,25,45,75
#f79064,peach,35,40,70
#f09464,peach,30,40,70
#f8cca6,peach,10,25,85
#f8ba7c,peach,15,40,80
#f8a670,peach,25,40,75
#f6bb86,peach,15,35,80
#f6a679,peach,25,35,75
#f5cdaf,peach,10,20,85
#f5a683,peach,25,30,75
#f4bb8f,peach,15,30,80
#f2a966,peach,20,45,75
#f2a68c,peach,25,25,75
#f1bb99,peach,15,25,80
#f1a970,peach,20,40,75
#efaa79,peach,20,35,75
#ef956d,peach,30,35,70
#eebe86,peach,10,35,80
#edaa83,peach,20,30,75
#ed9576,peach,30,30,70
#ecbe8f,peach,10,30,80
#ebad66,peach,15,45,75
#ebaa8c,peach,20,25,75
#e99863,peach,25,40,70
#e69976,peach,25,30,70
#e7986d,peach,25,35,70
#e4997f,peach,25,25,70
#e29c63,peach,20,40,70
#e09c6c,peach,20,35,70
#e9bf98,peach,10,25,80
#e9ad6f,peach,15,40,75
#e7ad79,peach,15,35,75
#e5ad82,peach,15,30,75
#e3ae8c,peach,15,25,75
#de9c76,peach,20,30,70
#dc9d7f,peach,20,25,70
#d88b60,peach,25,35,65
#d78b69,peach,25,30,65
#ffcb60,orange,10,60,85
#ffcb55,orange,10,65,85
#ffb947,orange,15,65,80
#ffb915,orange,15,80,80
#ffb669,orange,20,50,80
#ffb654,orange,20,60,80
#ffb648,orange,20,65,80
#ffb618,orange,20,80,80
#ffb369,orange,25,50,80
#ffb93b,orange,15,70,80
#ffb92b,orange,15,75,80
#ffb65e,orange,20,55,80
#ffb63b,orange,20,70,80
#ffb62c,orange,20,75,80
#ffa400,orange,25,80,75
#ffa153,orange,30,55,75
#ffa148,orange,30,60,75
#ffa000,orange,30,80,75
#ffa52d,orange,25,70,75
#ffa41b,orange,25,75,75
#ffa15d,orange,30,50,75
#ffa13c,orange,30,65,75
#ffa12e,orange,30,70,75
#ffa11d,orange,30,75,75
#ff8752,orange,45,50,70
#ff8648,orange,45,55,70
#ff8631,orange,45,65,70
#ff7331,orange,50,60,65
#ff7324,orange,50,65,65
#ff7312,orange,50,70,65
#ff7300,orange,50,75,65
#ff5232,orange,65,55,60
#ff5226,orange,65,60,60
#ff5119,orange,65,65,60
#ff5103,orange,65,70,60
#ff875b,orange,45,45,70
#ff863d,orange,45,60,70
#ff743c,orange,50,55,65
#ff9d67,orange,35,45,75
#ff9d5d,orange,35,50,75
#ff8b51,orange,40,50,70
#ff8b47,orange,40,55,70
#ff8b30,orange,40,65,70
#ff8b21,orange,40,70,70
#ff8b09,orange,40,75,70
#ff8b5b,orange,40,45,70
#ff8b3c,orange,40,60,70
#ff6e50,orange,55,45,65
#ff6e47,orange,55,50,65
#ff6e31,orange,55,60,65
#ff6e25,orange,55,65,65
#ff6e3c,orange,55,55,65
#ff6d14,orange,55,70,65
#feba53,orange,15,60,80
#fea53b,orange,25,65,75
#fe7446,orange,50,50,65
#fe5900,orange,60,70,60
#fe8f06,orange,35,75,70
#fdba5e,orange,15,55,80
#fda547,orange,25,60,75
#fd7450,orange,50,45,65
#fd5925,orange,60,60,60
#fd5917,orange,60,65,60
#fd8f20,orange,35,70,70
#fd8f2f,orange,35,65,70
#fca552,orange,25,55,75
#fc5931,orange,60,55,60
#fc8f3b,orange,35,60,70
#fba55c,orange,25,50,75
#fb9046,orange,35,55,70
#fb7810,orange,45,70,65
#fb7800,orange,45,75,65
#fb5a3b,orange,60,50,60
#fabd2a,orange,10,75,80
#faa800,orange,20,80,75
#fa9051,orange,35,50,70
#fa7922,orange,45,65,65
#f97930,orange,45,60,65
#f87945,orange,45,50,65
#f79302,orange,30,75,70
#f76015,orange,55,65,60
#f76000,orange,55,70,60
#f66030,orange,55,55,60
#f66024,orange,55,60,60
#f49446,orange,30,55,70
#f46144,orange,55,45,60
#f39450,orange,30,50,70
#f34207,orange,65,65,55
#f34200,orange,65,70,55
#f16600,orange,50,70,60
#f09700,orange,25,75,70
#f06623,orange,50,60,60
#f06614,orange,50,65,60
#f9905b,orange,35,45,70
#f9793b,orange,45,55,65
#f7931e,orange,30,70,70
#f7794f,orange,45,45,65
#f6932e,orange,30,65,70
#f5943b,orange,30,60,70
#f5603a,orange,55,50,60
#f2945a,orange,30,45,70
#f0971d,orange,25,70,70
#f67a59,orange,45,40,65
#f57d00,orange,40,75,65
#f47d0d,orange,40,70,65
#f37e2f,orange,40,60,65
#f37d21,orange,40,65,65
#f27e3a,orange,40,55,65
#f17e45,orange,40,50,65
#f07e4f,orange,40,45,65
#f9bd3a,orange,10,70,80
#f9a81a,orange,20,75,75
#f8bd47,orange,10,65,80
#f8a82c,orange,20,70,75
#f7a83a,orange,20,65,75
#f6bd53,orange,10,60,80
#f6a946,orange,20,60,75
#f5bd5e,orange,10,55,80
#f5a952,orange,20,55,75
#f4a95c,orange,20,50,75
#f2ac18,orange,15,75,75
#f2ac00,orange,15,80,75
#f1ac2b,orange,15,70,75
#f0ac3a,orange,15,65,75
#efac46,orange,15,60,75
#ef972d,orange,25,65,70
#ef662f,orange,50,55,60
#ef7e58,orange,40,40,65
#ee8200,orange,35,75,65
#ee983a,orange,25,60,70
#ee663a,orange,50,50,60
#edac51,orange,15,55,75
#ed9845,orange,25,55,70
#ed8220,orange,35,65,65
#ed6744,orange,50,45,60
#ed820a,orange,35,70,65
#ed4b04,orange,60,65,55
#ed4b00,orange,60,70,55
#ecac5c,orange,15,50,75
#ec9850,orange,25,50,70
#ec822e,orange,35,60,65
#ec4b24,orange,60,55,55
#ec4b18,orange,60,60,55
#ebaf00,orange,10,80,75
#eb823a,orange,35,55,65
#eaaf16,orange,10,75,75
#ea8244,orange,35,50,65
#ea985a,orange,25,45,70
#ea6b12,orange,45,65,60
#ea6b00,orange,45,70,60
#e88358,orange,35,40,65
#e78607,orange,30,70,65
#e78600,orange,30,75,65
#e65216,orange,55,60,55
#e65201,orange,55,65,55
#e55223,orange,55,55,55
#e48739,orange,30,55,65
#e47000,orange,40,70,60
#e38744,orange,30,50,65
#e37021,orange,40,60,60
#e37010,orange,40,65,60
#e18757,orange,30,40,65
#e17138,orange,40,50,60
#e07142,orange,40,45,60
#e05915,orange,50,60,55
#e05800,orange,50,65,55
#e9834e,orange,35,45,65
#e6861f,orange,30,65,65
#e5862d,orange,30,60,65
#e5532e,orange,55,50,55
#e2874e,orange,30,45,65
#e2712e,orange,40,55,60
#e99b00,orange,20,75,70
#e96c2e,orange,45,55,60
#e96b22,orange,45,60,60
#e89b2c,orange,20,65,70
#e89b1b,orange,20,70,70
#e86c39,orange,45,50,60
#e79b39,orange,20,60,70
#e76c43,orange,45,45,60
#e69b45,orange,20,55,70
#e66c4c,orange,45,40,60
#e49c4f,orange,20,50,70
#e39c59,orange,20,45,70
#e29e00,orange,15,75,70
#e19f1a,orange,15,70,70
#e09f2b,orange,15,65,70
#e08a04,orange,25,70,65
#e08a00,orange,25,75,65
#e9af2a,orange,10,70,75
#e8af39,orange,10,65,75
#e7af45,orange,10,60,75
#e6b051,orange,10,55,75
#e1b338,orange,5,65,75
#dfb345,orange,5,60,75
#df5922,orange,50,55,55
#df714c,orange,40,40,60
#df9f38,orange,15,60,70
#df8a1d,orange,25,65,65
#de7500,orange,35,70,60
#de5938,orange,50,45,55
#de592e,orange,50,50,55
#de9f44,orange,15,55,70
#de8a2c,orange,25,60,65
#dd750e,orange,35,65,60
#dd9f4f,orange,15,50,70
#dd8b38,orange,25,55,65
#dc7520,orange,35,60,60
#dc752d,orange,35,55,60
#dc8b43,orange,25,50,65
#dc3c00,orange,60,65,50
#dba200,orange,10,75,70
#db7538,orange,35,50,60
#db8b4d,orange,25,45,65
#daa218,orange,10,70,70
#da7642,orange,35,45,60
#da8b57,orange,25,40,65
#da5e00,orange,45,65,55
#d77900,orange,30,70,60
#d64405,orange,55,60,50
#d64400,orange,55,65,50
#d54416,orange,55,55,50
#d46300,orange,40,65,55
#d36411,orange,40,60,55
#d29100,orange,15,70,65
#d26421,orange,40,55,55
#d16436,orange,40,45,55
#d06440,orange,40,40,55
#d9764c,orange,35,40,60
#d6791f,orange,30,60,60
#d6790b,orange,30,65,60
#d2642c,orange,40,50,55
#d1911b,orange,15,65,65
#d0922b,orange,15,60,65
#d98e01,orange,20,70,65
#d95e22,orange,45,55,55
#d95e13,orange,45,60,55
#d88e1c,orange,20,65,65
#d85f2d,orange,45,50,55
#d78e2b,orange,20,60,65
#d75f37,orange,45,45,55
#d68e38,orange,20,55,65
#d65f41,orange,45,40,55
#d58e43,orange,20,50,65
#d57a2c,orange,30,55,60
#d48f4d,orange,20,45,65
#d47a37,orange,30,50,60
#d37a41,orange,30,45,60
#d27a4b,orange,30,40,60
#d07d09,orange,25,65,60
#d07d00,orange,25,70,60
#d04b02,orange,50,60,50
#d9a22a,orange,10,65,70
#d8a238,orange,10,60,70
#d7a244,orange,10,55,70
#d3a500,orange,5,75,70
#d2a517,orange,5,70,70
#d1a529,orange,5,65,70
#cf9237,orange,15,55,65
#cf7d1e,orange,25,60,60
#cf4b22,orange,50,50,50
#cf4b15,orange,50,55,50
#ce7e2b,orange,25,55,60
#cd6810,orange,35,60,55
#cd6800,orange,35,65,55
#cd7e37,orange,25,50,60
#cc6820,orange,35,55,55
#cc7e41,orange,25,45,60
#cb9500,orange,10,70,65
#cb692b,orange,35,50,55
#ca9519,orange,10,65,65
#ca6936,orange,35,45,55
#ca5100,orange,45,60,50
#c98106,orange,20,65,60
#c98100,orange,20,70,60
#c96940,orange,35,40,55
#c95114,orange,45,55,50
#c85221,orange,45,50,50
#c38400,orange,15,70,60
#c35712,orange,40,55,50
#c35700,orange,40,60,50
#c28504,orange,15,65,60
#c25720,orange,40,50,50
#c15734,orange,40,40,50
#c07100,orange,25,65,55
#c9952a,orange,10,60,65
#c8811d,orange,20,60,60
#c8522b,orange,45,45,50
#c7812a,orange,20,55,60
#c2572b,orange,40,45,50
#c0710c,orange,25,60,55
#c76d00,orange,30,65,55
#c66d1f,orange,30,55,55
#c66d0e,orange,30,60,55
#c56d2b,orange,30,50,55
#c03e00,orange,50,60,45
#bf3e05,orange,50,55,45
#bd5c11,orange,35,55,50
#bd5c00,orange,35,60,50
#ba7400,orange,20,65,55
#ba4400,orange,45,60,45
#b94414,orange,45,50,45
#b94403,orange,45,55,45
#b76000,orange,30,60,50
#b34a01,orange,40,55,45
#aa3700,orange,45,55,40
#b9ae35,olive,-10,60,70
#b7ae41,olive,-10,55,70
#b2b026,olive,-15,65,70
#b0b034,olive,-15,60,70
#afb141,olive,-15,55,70
#adb14c,olive,-15,50,70
#abb157,olive,-15,45,70
#aba014,olive,-10,65,65
#aaa126,olive,-10,60,65
#a9a134,olive,-10,55,65
#a7a140,olive,-10,50,65
#a6a14a,olive,-10,45,65
#a4a300,olive,-15,70,65
#a4a154,olive,-10,40,65
#a3a312,olive,-15,65,65
#a2a326,olive,-15,60,65
#a2a15e,olive,-10,35,65
#a1a333,olive,-15,55,65
#969448,olive,-10,40,60
#959600,olive,-15,65,60
#949614,olive,-15,60,60
#949452,olive,-10,35,60
#939625,olive,-15,55,60
#919632,olive,-15,50,60
#899832,olive,-20,50,60
#878745,olive,-10,35,55
#877700,olive,-5,60,50
#868900,olive,-15,60,55
#858915,olive,-15,55,55
#848925,olive,-15,50,55
#828931,olive,-15,45,55
#697003,olive,-15,50,45
#687016,olive,-15,45,45
#667023,olive,-15,40,45
#636100,olive,-10,50,40
#627200,olive,-20,55,45
#627037,olive,-15,30,45
#626107,olive,-10,45,40
#617202,olive,-20,50,45
#616117,olive,-10,40,40
#606222,olive,-10,35,40
#596416,olive,-15,40,40
#586421,olive,-15,35,40
#555500,olive,-10,45,35
#545608,olive,-10,40,35
#536600,olive,-20,50,40
#535616,olive,-10,35,35
#525620,olive,-10,30,35
#505629,olive,-10,25,35
#98943e,olive,-10,45,60
#92945b,olive,-10,30,60
#90963d,olive,-15,45,60
#89975b,olive,-15,30,60
#89873c,olive,-10,40,55
#85874f,olive,-10,30,55
#80893b,olive,-15,40,55
#64702d,olive,-15,35,45
#56642b,olive,-15,30,40
#807a00,olive,-10,60,50
#798c30,olive,-20,45,55
#788c3b,olive,-20,40,55
#787b43,olive,-10,30,50
#777c00,olive,-15,55,50
#767c16,olive,-15,50,50
#757c24,olive,-15,45,50
#757b4c,olive,-10,25,50
#737d2f,olive,-15,40,50
#717d39,olive,-15,35,50
#716e04,olive,-10,50,45
#716d00,olive,-10,55,45
#696e40,olive,-10,25,45
#484a00,olive,-10,40,30
#474a09,olive,-10,35,30
#464a15,olive,-10,30,30
#444a1e,olive,-10,25,30
#404c00,olive,-15,40,30
#99a45e,olive,-15,35,65
#9fa167,olive,-10,30,65
#9fa33f,olive,-15,50,65
#9da34a,olive,-15,45,65
#9d9300,olive,-10,65,60
#9c9315,olive,-10,60,60
#9ba454,olive,-15,40,65
#9b9426,olive,-10,55,60
#9a9433,olive,-10,50,60
#8e9648,olive,-15,40,60
#8e8700,olive,-10,60,55
#8d8716,olive,-10,55,55
#8c8725,olive,-10,50,55
#8b9751,olive,-15,35,60
#8a9825,olive,-20,55,60
#8a8731,olive,-10,45,55
#7f7a01,olive,-10,55,50
#7e8b00,olive,-20,60,55
#7e8a45,olive,-15,35,55
#7e7a17,olive,-10,50,50
#7d8b14,olive,-20,55,55
#7d7a24,olive,-10,45,50
#7c8a4f,olive,-15,30,55
#7b8b24,olive,-20,50,55
#7b7a30,olive,-10,40,50
#7a7a39,olive,-10,35,50
#6f7e00,olive,-20,55,50
#6f7d43,olive,-15,30,50
#6f6e17,olive,-10,45,45
#6e7f15,olive,-20,50,50
#6e6e23,olive,-10,40,45
#6d6e2e,olive,-10,35,45
#6c7f23,olive,-20,45,50
#6b6e37,olive,-10,30,45
#6a7000,olive,-15,55,45
#5e622c,olive,-10,30,40
#5c6400,olive,-15,50,40
#5c6235,olive,-10,25,40
#5b6405,olive,-15,45,40
#5a623d,olive,-10,20,40
#4e5800,olive,-15,45,35
#4e5632,olive,-10,20,35
#4d5807,olive,-15,40,35
#4b5815,olive,-15,35,35
#4a5820,olive,-15,30,35
#3f4c08,olive,-15,35,30
#3b3e00,olive,-10,35,25
#3a3f09,olive,-10,30,25
#ffffe2,offwhite,-5,15,100
#f7ffe2,offwhite,-10,15,100
#f1ffd8,offwhite,-15,20,100
#e9f5d3,offwhite,-10,15,95
#333861,navyblue,10,-25,25
#252049,navyblue,15,-25,15
#232242,navyblue,10,-20,15
#213146,navyblue,0,-15,20
#201537,navyblue,15,-20,10
#190239,navyblue,25,-30,5
#182542,navyblue,5,-20,15
#181837,navyblue,10,-20,10
#180632,navyblue,20,-25,5
#133346,navyblue,-5,-15,20
#100739,navyblue,20,-30,5
#090056,navyblue,40,-50,5
#082742,navyblue,0,-20,15
#070028,navyblue,15,-25,0
#043255,navyblue,0,-25,20
#020022,navyblue,10,-20,0
#010840,navyblue,20,-35,5
#003546,navyblue,-10,-15,20
#003455,navyblue,-5,-25,20
#002942,navyblue,-5,-20,15
#002849,navyblue,0,-25,15
#002650,navyblue,5,-30,15
#002458,navyblue,10,-35,15
#001553,navyblue,20,-40,10
#001132,navyblue,5,-25,5
#000547,navyblue,25,-40,5
#000055,navyblue,35,-50,5
#000028,navyblue,10,-25,0
#29223b,navyblue,10,-15,15
#27313f,navyblue,0,-10,20
#25094c,navyblue,30,-35,10
#22123e,navyblue,20,-25,10
#20243b,navyblue,5,-15,15
#17324d,navyblue,0,-20,20
#17092c,navyblue,15,-20,5
#15273b,navyblue,0,-15,15
#08315c,navyblue,5,-30,20
#04293b,navyblue,-5,-15,15
#01102c,navyblue,5,-20,5
#00364d,navyblue,-10,-20,20
#00344d,navyblue,-5,-20,20
#00335c,navyblue,0,-30,20
#00225f,navyblue,15,-40,15
#00184c,navyblue,15,-35,10
#00132c,navyblue,0,-20,5
#00125a,navyblue,25,-45,10
#00024e,navyblue,30,-45,5
#00002e,navyblue,15,-30,0
#363a52,navyblue,5,-15,25
#342c46,navyblue,10,-15,20
#312a55,navyblue,15,-25,20
#303a59,navyblue,5,-20,25
#302f3f,navyblue,5,-10,20
#292b5d,navyblue,15,-30,20
#291a58,navyblue,25,-35,15
#283e4a,navyblue,-5,-10,25
#272d55,navyblue,10,-25,20
#271d51,navyblue,20,-30,15
#243d59,navyblue,0,-20,25
#242f4d,navyblue,5,-20,20
#240e45,navyblue,25,-30,10
#151a30,navyblue,5,-15,10
#091d30,navyblue,0,-15,10
#030e32,navyblue,10,-25,5
#020b39,navyblue,15,-30,5
#002b3b,navyblue,-10,-15,15
#001e30,navyblue,-5,-15,10
#001d36,navyblue,0,-20,10
#001c45,navyblue,5,-30,10
#001b3d,navyblue,5,-25,10
#001a45,navyblue,10,-30,10
#001a4c,navyblue,10,-35,10
#000e39,navyblue,10,-30,5
#000c40,navyblue,15,-35,5
#000a47,navyblue,20,-40,5
#3a385a,navyblue,10,-20,25
#2e2d4e,navyblue,10,-20,20
#2c3c52,navyblue,0,-15,25
#2b2864,navyblue,20,-35,20
#2b2f46,navyblue,5,-15,20
#2b1f42,navyblue,15,-20,15
#2a165f,navyblue,30,-40,15
#1f1b5f,navyblue,25,-40,15
#1e1e58,navyblue,20,-35,15
#1d2150,navyblue,15,-30,15
#1d333f,navyblue,-5,-10,20
#1d2e5c,navyblue,10,-30,20
#1c104c,navyblue,25,-35,10
#1c065a,navyblue,35,-45,10
#1c0b53,navyblue,30,-40,10
#1b2349,navyblue,10,-25,15
#1b1345,navyblue,20,-30,10
#1a3055,navyblue,5,-25,20
#1a0047,navyblue,35,-40,5
#1a0040,navyblue,30,-35,5
#1a163e,navyblue,15,-25,10
#0f2158,navyblue,15,-35,15
#0f1745,navyblue,15,-30,10
#0f1153,navyblue,25,-40,10
#0f0440,navyblue,25,-35,5
#0f0047,navyblue,30,-40,5
#0f144c,navyblue,20,-35,10
#0f1f5f,navyblue,20,-40,15
#0f0a32,navyblue,15,-25,5
#0e2450,navyblue,10,-30,15
#0e0022,navyblue,15,-20,0
#0e193e,navyblue,10,-25,10
#0e0d2c,navyblue,10,-20,5
#0d353f,navyblue,-10,-10,20
#0d004e,navyblue,35,-45,5
#0d0d5a,navyblue,30,-45,10
#0c2549,navyblue,5,-25,15
#0c1b37,navyblue,5,-20,10
#cba815,mustard,0,70,70
#caa828,mustard,0,65,70
#c39818,mustard,5,65,65
#c39800,mustard,5,70,65
#c9a836,mustard,0,60,70
#c2ab27,mustard,-5,65,70
#c1ab36,mustard,-5,60,70
#bc9b00,mustard,0,70,65
#bb9b17,mustard,0,65,65
#baae26,mustard,-10,65,70
#b49e00,mustard,-5,70,65
#b39e15,mustard,-5,65,65
#b29e27,mustard,-5,60,65
#aca000,mustard,-10,70,65
#a59100,mustard,-5,65,60
#bc9495,mauve,15,5,65
#b88380,mauve,20,10,60
#b68489,mauve,20,5,60
#b27373,mauve,25,10,55
#b0737c,mauve,25,5,55
#ae8788,mauve,15,5,60
#ab6267,mauve,30,10,50
#a96370,mauve,30,5,50
#a46667,mauve,25,10,50
#a25264,mauve,35,5,45
#a8777c,mauve,20,5,55
#a4515b,mauve,35,10,45
#a2676f,mauve,25,5,50
#a07a7c,mauve,15,5,55
#945a63,mauve,25,5,45
#9d565b,mauve,30,10,45
#9b5663,mauve,30,5,45
#9a6a6f,mauve,20,5,50
#974448,maroon,35,15,40
#964550,maroon,35,10,40
#883844,maroon,35,10,35
#832522,maroon,40,25,30
#812531,maroon,40,15,30
#802639,maroon,40,10,30
#751718,maroon,40,25,25
#751610,maroon,40,30,25
#743138,maroon,30,10,30
#731727,maroon,40,15,25
#723240,maroon,30,5,30
#711835,maroon,40,5,25
#690024,maroon,45,10,20
#680400,maroon,40,35,20
#670501,maroon,40,30,20
#670032,maroon,45,0,20
#660616,maroon,40,20,20
#652635,maroon,30,5,25
#640724,maroon,40,10,20
#620932,maroon,40,0,20
#611115,maroon,35,20,20
#590000,maroon,40,25,15
#580009,maroon,40,20,15
#570013,maroon,40,15,15
#550020,maroon,40,5,15
#540200,maroon,35,25,15
#540027,maroon,40,0,15
#530208,maroon,35,20,15
#520312,maroon,35,15,15
#510319,maroon,35,10,15
#500420,maroon,35,5,15
#461420,maroon,25,5,15
#460000,maroon,35,20,10
#450002,maroon,35,15,10
#441526,maroon,25,0,15
#430016,maroon,35,5,10
#410002,maroon,30,15,10
#98244c,maroon,50,5,35
#91003a,maroon,55,10,30
#89383c,maroon,35,15,35
#86394c,maroon,35,5,35
#82252a,maroon,40,20,30
